-3.078761	-nan	-nan	45.529752
-3.015929	-nan	-nan	45.319283
-2.953097	-nan	-nan	44.969426
-2.890265	-nan	-nan	44.481561
-2.827433	-nan	-nan	43.857612
-2.764602	-nan	-nan	43.100043
-2.701770	-nan	-nan	42.211843
-2.638938	-nan	-nan	41.196518
-2.576106	-nan	-nan	40.058074
-2.513274	-nan	-nan	38.801005
-2.450442	-nan	-nan	37.430271
-2.387610	-nan	-nan	35.951283
-2.324779	-nan	-nan	34.369877
-2.261947	-nan	-nan	32.692294
-2.199115	-nan	-nan	30.925155
-2.136283	-nan	-nan	29.075434
-2.073451	-nan	-nan	27.150431
-2.010619	-nan	-nan	25.157743
-1.947787	-nan	-nan	23.105234
-1.884956	-nan	-nan	21.001005
-1.822124	-nan	-nan	18.853360
-1.759292	-nan	-nan	16.670775
-1.696460	-nan	-nan	14.461863
-1.633628	-nan	-nan	12.235342
-1.570796	-nan	-nan	10.000000
-1.507964	-nan	-nan	7.764658
-1.445133	-nan	-nan	5.538137
-1.382301	-nan	-nan	3.329225
-1.319469	-nan	-nan	1.146640
-1.256637	-nan	-nan	-1.001005
-1.193805	-nan	-nan	-3.105234
-1.130973	-nan	-nan	-5.157743
-1.068142	-nan	-nan	-7.150431
-1.005310	-nan	-nan	-9.075434
-0.942478	-nan	-nan	-10.925155
-0.879646	-nan	-nan	-12.692294
-0.816814	-nan	-nan	-14.369877
-0.753982	-nan	-nan	-15.951283
-0.691150	-nan	-nan	-17.430271
-0.628319	-nan	-nan	-18.801005
-0.565487	-nan	-nan	-20.058074
-0.502655	-nan	-nan	-21.196518
-0.439823	-nan	-nan	-22.211843
-0.376991	-nan	-nan	-23.100043
-0.314159	-nan	-nan	-23.857612
-0.251327	-nan	-nan	-24.481561
-0.188496	-nan	-nan	-24.969426
-0.125664	-nan	-nan	-25.319283
-0.062832	-nan	-nan	-25.529752
0.000000	-nan	-nan	-25.600000
0.062832	-nan	-nan	-25.529752
0.125664	-nan	-nan	-25.319283
0.188496	-nan	-nan	-24.969426
0.251327	-nan	-nan	-24.481561
0.314159	-nan	-nan	-23.857612
0.376991	-nan	-nan	-23.100043
0.439823	-nan	-nan	-22.211843
0.502655	-nan	-nan	-21.196518
0.565487	-nan	-nan	-20.058074
0.628319	-nan	-nan	-18.801005
0.691150	-nan	-nan	-17.430271
0.753982	-nan	-nan	-15.951283
0.816814	-nan	-nan	-14.369877
0.879646	-nan	-nan	-12.692294
0.942478	-nan	-nan	-10.925155
1.005310	-nan	-nan	-9.075434
1.068142	-nan	-nan	-7.150431
1.130973	-nan	-nan	-5.157743
1.193805	-nan	-nan	-3.105234
1.256637	-nan	-nan	-1.001005
1.319469	-nan	-nan	1.146640
1.382301	-nan	-nan	3.329225
1.445133	-nan	-nan	5.538137
1.507964	-nan	-nan	7.764658
1.570796	-nan	-nan	10.000000
1.633628	-nan	-nan	12.235342
1.696460	-nan	-nan	14.461863
1.759292	-nan	-nan	16.670775
1.822124	-nan	-nan	18.853360
1.884956	-nan	-nan	21.001005
1.947787	-nan	-nan	23.105234
2.010619	-nan	-nan	25.157743
2.073451	-nan	-nan	27.150431
2.136283	-nan	-nan	29.075434
2.199115	-nan	-nan	30.925155
2.261947	-nan	-nan	32.692294
2.324779	-nan	-nan	34.369877
2.387610	-nan	-nan	35.951283
2.450442	-nan	-nan	37.430271
2.513274	-nan	-nan	38.801005
2.576106	-nan	-nan	40.058074
2.638938	-nan	-nan	41.196518
2.701770	-nan	-nan	42.211843
2.764602	-nan	-nan	43.100043
2.827433	-nan	-nan	43.857612
2.890265	-nan	-nan	44.481561
2.953097	-nan	-nan	44.969426
3.015929	-nan	-nan	45.319283
3.078761	-nan	-nan	45.529752
3.141593	-nan	-nan	45.600000
