0.000000	0.020003	0.020022	0.020040	0.020059	0.020076	0.020093	0.020108	0.020123	0.020136	0.020148	0.020158	0.020167	0.020174	0.020180	0.020184	0.020186	0.020187	0.020187	0.020185	0.020182	0.020178	0.020173	0.020168	0.020162	0.020155	0.020149	0.020143	0.020137	0.020131	0.020127	0.020123	0.020120	0.020118	0.020118	0.020119	0.020121	0.020125	0.020130	0.020138	0.020146	0.020157	0.020169	0.020182	0.020196	0.020212	0.020229	0.020246	0.020264	0.020283	0.020302	
0.020000	0.040339	0.040377	0.040415	0.040451	0.040486	0.040520	0.040551	0.040580	0.040606	0.040630	0.040651	0.040668	0.040682	0.040694	0.040702	0.040706	0.040708	0.040707	0.040704	0.040698	0.040690	0.040681	0.040670	0.040658	0.040645	0.040632	0.040620	0.040608	0.040597	0.040587	0.040579	0.040574	0.040570	0.040569	0.040571	0.040576	0.040584	0.040595	0.040609	0.040627	0.040648	0.040671	0.040698	0.040727	0.040758	0.040791	0.040827	0.040863	0.040900	0.040939	
0.040000	0.061025	0.061082	0.061139	0.061193	0.061246	0.061296	0.061344	0.061387	0.061427	0.061462	0.061493	0.061520	0.061541	0.061558	0.061570	0.061577	0.061580	0.061579	0.061574	0.061565	0.061553	0.061539	0.061522	0.061504	0.061485	0.061466	0.061447	0.061429	0.061413	0.061398	0.061386	0.061378	0.061372	0.061371	0.061374	0.061381	0.061393	0.061410	0.061432	0.061458	0.061489	0.061524	0.061564	0.061608	0.061655	0.061705	0.061758	0.061813	0.061869	0.061926	
0.060000	0.082078	0.082154	0.082230	0.082303	0.082374	0.082441	0.082504	0.082562	0.082615	0.082663	0.082704	0.082740	0.082769	0.082791	0.082807	0.082817	0.082821	0.082819	0.082812	0.082800	0.082784	0.082765	0.082743	0.082719	0.082694	0.082668	0.082643	0.082619	0.082597	0.082577	0.082561	0.082550	0.082543	0.082541	0.082544	0.082554	0.082570	0.082593	0.082622	0.082657	0.082698	0.082746	0.082799	0.082858	0.082921	0.082988	0.083058	0.083132	0.083207	0.083284	
0.080000	0.103516	0.103612	0.103706	0.103799	0.103887	0.103972	0.104051	0.104124	0.104191	0.104251	0.104303	0.104347	0.104383	0.104412	0.104432	0.104444	0.104449	0.104447	0.104438	0.104423	0.104403	0.104379	0.104351	0.104321	0.104289	0.104257	0.104225	0.104195	0.104167	0.104143	0.104123	0.104108	0.104099	0.104097	0.104102	0.104114	0.104134	0.104163	0.104199	0.104243	0.104295	0.104355	0.104422	0.104495	0.104574	0.104659	0.104747	0.104840	0.104934	0.105031	
0.100000	0.125359	0.125475	0.125589	0.125701	0.125808	0.125910	0.126005	0.126094	0.126174	0.126246	0.126309	0.126363	0.126407	0.126441	0.126465	0.126480	0.126486	0.126483	0.126472	0.126454	0.126430	0.126401	0.126368	0.126331	0.126293	0.126254	0.126216	0.126179	0.126146	0.126116	0.126092	0.126075	0.126064	0.126061	0.126067	0.126082	0.126106	0.126140	0.126184	0.126237	0.126300	0.126372	0.126453	0.126541	0.126637	0.126739	0.126846	0.126957	0.127072	0.127188	
0.120000	0.147630	0.147766	0.147901	0.148031	0.148157	0.148277	0.148389	0.148493	0.148588	0.148673	0.148747	0.148809	0.148861	0.148901	0.148929	0.148947	0.148954	0.148950	0.148938	0.148917	0.148889	0.148854	0.148815	0.148772	0.148727	0.148681	0.148636	0.148594	0.148554	0.148520	0.148492	0.148471	0.148458	0.148455	0.148462	0.148479	0.148508	0.148548	0.148599	0.148662	0.148736	0.148821	0.148915	0.149019	0.149132	0.149251	0.149377	0.149508	0.149642	0.149779	
0.140000	0.170352	0.170509	0.170664	0.170814	0.170959	0.171097	0.171227	0.171347	0.171456	0.171553	0.171639	0.171711	0.171770	0.171817	0.171850	0.171870	0.171878	0.171874	0.171859	0.171835	0.171803	0.171763	0.171718	0.171668	0.171616	0.171564	0.171512	0.171462	0.171417	0.171378	0.171345	0.171321	0.171306	0.171303	0.171310	0.171330	0.171363	0.171409	0.171469	0.171541	0.171626	0.171724	0.171833	0.171953	0.172083	0.172221	0.172366	0.172516	0.172671	0.172828	
0.160000	0.193551	0.193729	0.193905	0.194076	0.194241	0.194397	0.194544	0.194681	0.194805	0.194915	0.195012	0.195094	0.195162	0.195214	0.195252	0.195275	0.195283	0.195279	0.195263	0.195235	0.195198	0.195153	0.195102	0.195046	0.194987	0.194927	0.194868	0.194812	0.194761	0.194716	0.194679	0.194651	0.194635	0.194630	0.194639	0.194662	0.194699	0.194752	0.194819	0.194901	0.194998	0.195109	0.195233	0.195369	0.195516	0.195673	0.195838	0.196009	0.196185	0.196363	
0.180000	0.217254	0.217454	0.217652	0.217844	0.218029	0.218205	0.218370	0.218523	0.218662	0.218787	0.218895	0.218988	0.219064	0.219122	0.219164	0.219190	0.219200	0.219195	0.219177	0.219146	0.219105	0.219054	0.218996	0.218933	0.218867	0.218800	0.218734	0.218671	0.218613	0.218562	0.218521	0.218490	0.218471	0.218467	0.218476	0.218502	0.218544	0.218603	0.218679	0.218771	0.218880	0.219004	0.219143	0.219296	0.219462	0.219638	0.219823	0.220015	0.220213	0.220413	
