-3.141593	-nan	-nan	-1.000000
-3.015929	-nan	-nan	-0.984229
-2.890265	-nan	-nan	-0.937166
-2.764602	-nan	-nan	-0.859553
-2.638938	-nan	-nan	-0.752613
-2.513274	-nan	-nan	-0.618034
-2.387610	-nan	-nan	-0.457937
-2.261947	-nan	-nan	-0.274848
-2.136283	-nan	-nan	-0.071654
-2.010619	-nan	-nan	0.148441
-1.884956	-nan	-nan	0.381966
-1.759292	-nan	-nan	0.625237
-1.633628	-nan	-nan	0.874419
-1.507964	-nan	-nan	1.125581
-1.382301	-nan	-nan	1.374763
-1.256637	-nan	-nan	1.618034
-1.130973	-nan	-nan	1.851559
-1.005310	-nan	-nan	2.071654
-0.879646	-nan	-nan	2.274848
-0.753982	-nan	-nan	2.457937
-0.628319	-nan	-nan	2.618034
-0.502655	-nan	-nan	2.752613
-0.376991	-nan	-nan	2.859553
-0.251327	-nan	-nan	2.937166
-0.125664	-nan	-nan	2.984229
0.000000	-nan	-nan	3.000000
0.125664	-nan	-nan	2.984229
0.251327	-nan	-nan	2.937166
0.376991	-nan	-nan	2.859553
0.502655	-nan	-nan	2.752613
0.628319	-nan	-nan	2.618034
0.753982	-nan	-nan	2.457937
0.879646	-nan	-nan	2.274848
1.005310	-nan	-nan	2.071654
1.130973	-nan	-nan	1.851559
1.256637	-nan	-nan	1.618034
1.382301	-nan	-nan	1.374763
1.507964	-nan	-nan	1.125581
1.633628	-nan	-nan	0.874419
1.759292	-nan	-nan	0.625237
1.884956	-nan	-nan	0.381966
2.010619	-nan	-nan	0.148441
2.136283	-nan	-nan	-0.071654
2.261947	-nan	-nan	-0.274848
2.387610	-nan	-nan	-0.457937
2.513274	-nan	-nan	-0.618034
2.638938	-nan	-nan	-0.752613
2.764602	-nan	-nan	-0.859553
2.890265	-nan	-nan	-0.937166
3.015929	-nan	-nan	-0.984229
